Дата;ID сообщения;Заголовок;Текст;Источник;Url;Тип источника;Язык;Инфоповод
30.03.2017 8:09;677558;Без суда и зеркала. Сайты с нелегальными фильмами предлагают блокировать в упрощенном порядке;"Без суда и зеркала. Сайты с нелегальными фильмами предлагают блокировать в упрощенном порядке30.03.2017 |Источник: Коммерсант ()Минкульт готовит законопроект о защите национальных фильмов в интернете, ужесточающий механизм блокировки пиратских сайтов. Согласно идее, поддержанной отечественными кинематографистами, доступ к интернет-страницам с российскими фильмами, размещенными там без ведома правообладателя, будут ограничивать без суда за пару дней. Предложение может быть внесено в Госдуму в виде поправок к законопроекту о блокировке ""зеркал"" пиратских сайтов. В распоряжении ""Ъ"" оказалось обращение кинематографистов к министру культуры Владимиру Мединскому, где те жалуются на несовершенство госполитики в отношении пиратства, включая новый законопроект о блокировке ""зеркал"", прошедший первое чтение в Госдуме 17 марта. Письмо подписали продюсеры Сергей Сельянов, Леонид Верещагин, Тимур Бекмамбетов, Федор Бондарчук, Сергей Мелькумов, Игорь Толстунов, Анатолий Максимов и Ренат Давлетьяров. Господа Верещагин, Сельянов и Толстунов подтвердили, что подписывали такое письмо. Как пишут кинематографисты, по их сведениям, Минкульт прорабатывает ""дополнительные меры защиты правообладателей национальных фильмов"". Необходимо принять меры, ""позволяющие на корню пресекать пиратство национальных фильмов в интернете, а именно путем блокировки пиратского контента без обращения в суд, блокировки пиратских сайтов через суд в упрощенном режиме, блокировки ссылок на пиратский контент через поисковые системы"", пишут они. Действующие сроки прекращения доступа к пиратскому контенту ""с учетом судебной процедуры сводят на нет эффективность блокировок"".""Нужен более эффективный закон для борьбы с пиратством,— сказал ""Ъ"" Сергей Сельянов.— Кто-то возмущается, что наши предложения слишком жесткие, но когда принимали действующий закон о борьбе с пиратством, говорили то же самое, однако злоупотреблений им не было. Выдачу ""Яндекса"" и Google необходимо регулировать — сейчас для пиратов это даже не лазейка, а широкая столбовая дорога"".В ""Яндексе"" и Google не стали комментировать идею Минкульта. Высокопоставленный источник ""Ъ"" в Минкульте рассказал, что ко второму чтению законопроекта о блокировке ""зеркал"" министерство совместно с депутатами рассчитывает разработать поправки. Минкульт предлагает следующий механизм: правообладатель, обнаруживший свой незаконно размещенный фильм в интернете, может написать заявление в Минкульт. Министерство, подтвердив данные о правообладателе, в течение дня выносит требование о блокировке страницы с фильмом и направляет его в Роскомнадзор. Последний ""незамедлительно"" и без суда направит операторам связи уведомление о блокировке страницы сайта с фильмом, а поисковикам запретит давать ссылки на эти страницы. Если сайт не согласен с претензиями, ему предлагается их оспорить в течение десяти дней. Таким образом, минимальный срок удаления пиратского контента сокращается до двух дней, полагает источник ""Ъ"". В случае повторного нарушения в течение десяти дней правообладатель может подать иск в суд на постоянную блокировку сайта, а суд рассмотрит его ""в упрощенном порядке"".Этот механизм касается только национальных фильмов, отмечает собеседник ""Ъ"" в Минкульте: государство пытается таким образом защитить свои инвестиции. В год выходит 150 российских фильмов, из них 50 на больших экранах. Сборы от российских фильмов в год составляют около 8 млрд руб.; не менее половины этой суммы правообладатели теряют из-за пиратства, оценивает чиновник.Минкомсвязи поддерживает замысел Минкульта, сказал ""Ъ"" замглавы Минкомсвязи Алексей Волин. Предложение Минкульта ставит под сомнение презумпцию невиновности, рассуждает директор по стратегическим проектам Института исследований интернета Ирина Левова. ""В описанном механизме отсутствует институт независимой экспертизы, которая могла бы вынести справедливое решение. Следующим логичным шагом станет введение уголовной ответственности для интернет-компаний, операторов связи и пользователей"",— иронизирует она.Собеседник ""Ъ"" в Госдуме, знакомый с ходом подготовки законопроекта Минкульта, рассказал, что эта инициатива уже была рассмотрена на двух комитетах — по культуре и по информационной политике, и оба с ней не согласились, предложив компромиссные варианты. Чтобы внести такой законопроект как дополнение в правительственный законопроект о зеркалах, Минкульт должен будет согласовать его с правительством, отмечает собеседник в Госдуме. Инициатива Минкульта нарушает принципа законодательства, которое защищает авторские права, считает другой собеседник ""Ъ"" в Госдуме. ""17 апреля законопроект о ""пиратских зеркалах"" уже прошел первое чтение. Понимая, что отдельным документом эта инициатива не пройдет, Минкульт хочет пролоббировать ее поправкой в уже существующем законопроекте"",— заключает парламентарий.Анна Афанасьева, Роман Рожков, Елизавета Макарова Опубликовал: Александр Абрамов (info@ict-online.ru)Рубрики: Регулирование, WebКлючевые слова: авторское право, Реестр запрещенных сайтов";ict-online.ru;http://ict-online.ru/news/n141565/;Новости;Русский;Пиратские сайты
30.03.2017 8:24;679250;Минкультуры предложило блокировать пиратские сайты с российскими фильмами без суда;Министерство культуры предлагает блокировать пиратские сайты с фильмами по упрощенной процедуре — без решения суда, пишет «Коммерсант». Предполагается, что новые правила будут распространяться только на национальные фильмы.Высокопоставленный источник издания в Минкультуры рассказал, что поправки планируется подготовить ко второму чтению законопроекта о блокировке «зеркал». В первом чтении этот документ был принят Госдумой в середине марта.По словам собеседника издания, предлагается ввести следующий механизм блокировок: правообладатель, обнаруживший свой незаконно размещенный фильм в интернете, может написать заявление в Минкультуры. Министерство, подтвердив данные о правообладателе, в течение дня выносит требование о блокировке страницы с фильмом и направляет его в Роскомнадзор. Надзорное ведомство должно будет направить операторам связи уведомление о блокировке страницы сайта с фильмом и запретить поисковикам выдавать ссылки на эти страницы. Если сайт не согласен с претензиями, он может оспорить их в десятидневный срок. В случае повторного нарушения в течение десяти дней правообладатель может подать иск в суд на постоянную блокировку сайта. Иск, как предполагается, будет рассмотрен в упрощенном порядке.В России с 2015 года применяют «вечную» блокировку пиратских сайтов, которые дважды проиграли суд правообладателям.В середине марта 2017 года Госдума одобрила в первом чтении законопроект о блокировке «зеркал», позволяющих тем или иным образом получить доступ к ранее заблокированному сайту. Документ предполагает, что блокировки можно будет проводить по судебному приказу, если есть решение суда о запрете страницы-источника и справка Роскомнадзора о том, что «зеркало» ведет именно на нее. Проводить отдельное судебное заседание для блокировки «зеркала» в этом случае не потребуется.;meduza.io;https://meduza.io/news/2017/03/30/minkultury-predlozhilo-vvesti-dosudebnuyu-blokirovku-piratskih-saytov-s-rossiyskimi-filmami;Новости;Русский;Пиратские сайты
30.03.2017 8:25;678097;Минкульт предложил без суда блокировать пиратские сайты с российскими фильмами;В Министерстве культуры предложили внести поправки в законопроект о «зеркалах», предусматривающие возможность без суда блокировать пиратские сайты с российскими фильмами. Об этом высокопоставленный чиновник Минкульта  сообщил  «Коммерсанту». По словам собеседника, предлагается следующая схема. Правообладатель, обнаруживший свой незаконно размещённый в сети фильм, пишет заявление в Минкульт. Министерство, подтвердив данные о правообладателе, в течение дня передаёт в Роскомнадзор требование о блокировке страницы с фильмом. Ведомство, в свою очередь, «незамедлительно» и без суда направляет операторам связи уведомление о блокировке страницы сайта с фильмом, а поисковикам запрещает давать ссылки на эти страницы. У заблокированного сайта есть 10 дней на обжалование решения. В таком случае минимальный срок удаления пиратского контента сократится до двух дней, считает чиновник. В случае повторного нарушения в течение десяти дней правообладатель может подать иск в суд на постоянную блокировку сайта, а суд рассмотрит его «в упрощённом порядке». Поправки в законопроект о «зеркалах» планируется внести ко второму чтению. Источник издания в Госдуме добавил, что инициативу рассмотрели комитеты по культуре и по информационной политике и оба с ней не согласились, предложив другие варианты. Подчёркивается, что эта схема актуальна только для российских фильмов. Как уточняет источник «Коммерсанта», блокируя сайты с пиратским контентом без суда, государство защищает свои инвестиции, так как ежегодно правообладатели из-за пиратства теряют не менее 4 млрд рублей – половины от 8 млрд рублей сборов российских фильмов. Агентство новостей «Между строк»  Фото: «Интерфакс»;ekaterinburg.bezformata.ru;http://ntagil.bezformata.ru/listnews/piratskie-sajti-s-rossijskimi-filmami/56120514/;Новости;Русский;Пиратские сайты
30.03.2017 8:26;677487;Минкульт предложил без суда блокировать пиратские сайты с российскими фильмами;"В Министерстве культуры предложили внести поправки в законопроект о &laquo;зеркалах&raquo;, предусматривающие возможность без суда блокировать пиратские сайты с российскими фильмами. Об этом высокопоставленный чиновник Минкульта сообщил &laquo;Коммерсанту&raquo;. По словам собеседника, предлагается следующая схема. Правообладатель, обнаруживший свой незаконно размещённый в сети фильм, пишет заявление в Минкульт. Министерство, подтвердив данные о правообладателе, в течение дня передаёт в Роскомнадзор требование о блокировке страницы с фильмом. Ведомство, в свою очередь, &laquo;незамедлительно&raquo; и без суда направляет операторам связи уведомление о блокировке страницы сайта с фильмом, а поисковикам запрещает давать ссылки на эти страницы. У заблокированного сайта есть 10 дней на обжалование решения. В таком случае минимальный срок удаления пиратского контента сократится до двух дней, считает чиновник.  В случае повторного нарушения в течение десяти дней правообладатель может подать иск в суд на постоянную блокировку сайта, а суд рассмотрит его &laquo;в упрощённом порядке&raquo;. Поправки в законопроект о &laquo;зеркалах&raquo; планируется внести ко второму чтению. Источник издания в Госдуме добавил, что инициативу рассмотрели комитеты по культуре и по информационной политике и оба с ней не согласились, предложив другие варианты. Подчёркивается, что эта схема актуальна только для российских фильмов. Как уточняет источник &laquo;Коммерсанта&raquo;, блокируя сайты с пиратским контентом без суда, государство защищает свои инвестиции, так как ежегодно правообладатели из-за пиратства теряют не менее 4 млрд рублей &ndash; половины от 8 млрд рублей сборов российских фильмов. Агентство новостей &laquo;Между строк&raquo; Фото: &laquo;Интерфакс&raquo;";mstrok.ru;https://mstrok.ru/news/minkult-predlozhil-bez-suda-blokirovat-piratskie-sajty-s-rossijskimi-filmami.html;Новости;Русский;Пиратские сайты
30.03.2017 8:29;677551;Сайты с нелегальными фильмами предложили блокировать без суда;"Сайты с нелегальными фильмами предложили блокировать без суда. Об этом сообщает ""Коммерсант"".

Министерство культуры готовит законопроект, который ужесточит механизм блокировки сайтов с нелегальным контентом. Данная инициатива может быть внесена в Думу в качестве поправок к законопроекту о блокировке ""зеркал"" пиратских сайтов.

Идею об упрощенном порядке блокировки уже поддержали российские кинематографисты, среди которых Леонид Верещагин, Тимур Бекмамбетов, Федор Бондарчук и другие. Они призвали министра культуры Владимира Мединского принять меры, ""позволяющие на корню пресекать пиратство национальных фильмов в интернете, а именно путем блокировки пиратского контента без обращения в суд, блокировки пиратских сайтов через суд в упрощенном режиме, блокировки ссылок на пиратский контент через поисковые системы"".

Если законопроект примут, правообладатель, обнаруживший свой незаконно размещенный фильм в интернете, сможет написать заявление в Минкульт. Если данные подтвердятся, решение о блокировке сайта будет вынесено в течение дня и отправлено в Роскомнадзор. Ведомство, в свою очередь, незамедлительно отправит уведомление о блокировке операторам связи. Если хозяин сайта не согласится с блокировкой, он сможет оспорить ее в течение десяти дней.";rg.ru;https://rg.ru/2017/03/30/sajty-s-nelegalnymi-filmami-predlozhili-blokirovat-bez-suda.html;Новости;Русский;Пиратские сайты
30.03.2017 8:31;677549;Пиратские сайты с российскими фильмами предложили блокировать за два дня;Министерство культуры РФ предлагает блокировать пиратские сайты с российскими фильмами без суда, пишет «Коммерсантъ». Срок удаления пиратского контента может сократиться до двух дней.Министерство культуры РФ готовит законопроект, который позволит без суда блокировать доступ к пиратским сайтам, если на них без ведома правообладателя размещены российские фильмы.Продюсеры, среди которых Сергей Сельянов, Леонид Верещагин, Тимур Бекмамбетов, Федор Бондарчук, Сергей Мелькумов, Игорь Толстунов, Анатолий Максимов и Ренат Давлетьяров, пожаловались в Минкульт России на несовершенство существующих мер в отношении пиратства. Верещагин, Сельянов и Толстунов подтвердили, что подписывали такое обращение.Издание пишет, что, по сведениям деятелей культуры, Министерство культуры  РФ прорабатывает «дополнительные меры защиты правообладателей национальных фильмов». Они могут быть оформлены в качестве поправок ко второму чтению законопроекта о блокировке «зеркал» в Госдуме.Ведомство предлагает вариант, при котором правообладатель, обнаружив свой незаконно размещенный фильм в интернете, может написать письмо в Минкульт. Министерство, подтвердив авторство, в течение дня выносит требование об ограничении доступа к странице с фильмом и направляет запрос в Роскомнадзор. Он «незамедлительно» и без суд направляет уведомление операторам связи о блокировке страницы сайта с фильмом и запрещает поисковикам давать ссылки на эти страницы.Если правообладатель заметит повторное нарушение на сайте, он сможет в течение десяти дней подать иск в суд на постоянную блокировку сайта. Суд рассмотрит его «в упрощенном порядке», пишет «Коммерсантъ».В течение 10 дней сайт может оспорить решение Роскомнадзора. Источник «Коммерсанта» считает, что срок удаления пиратского контента сокращается до двух дней. ?Собеседник издания в Минкульте указывает, что инициатива касается исключительно российских фильмов: государство пытается таким образом защитить свои инвестиции. По словам чиновника, из-за публикации пиратского контента правообладетели российских фильмов теряют до 4 млрд руб. в год. ?Собеседник издания в Госдуме, знакомый с ходом подготовки законопроекта Минкульта, сообщил, что комитеты нижней палаты парламента по культуре и по информационной политике рассмотрели эту инициативу и согласились с ней, предложив альтернативные варианты. ;reactor.inform.kz;http://reactor.inform.kz/piratskie-sayty-s-rossiyskimi-fil-mami-predlozhili-blokirovat-za-dva-dnya-a39324;Новости;Русский;Пиратские сайты
30.03.2017 8:38;677564;Минкульт намерен блокировать сайты с пиратским контентом без суда;"Группа российских кинематографистов обратилась в Министерство культуры с просьбой упростить процедуру блокировки сайтов с пиратским контентом. Как сообщает ""Ъ"", соответствующее письмо, направленное министру культуры Владимиру Мединскому, подписали, в частости, Федор Бондарчук, Тимур Бекмамбетов, Сергей Сельянов, Леонид Верещагин, Игорь Толстунов и другие.
Авторы письма просят министерство проработать дополнительные меры защиты правообладателей российских фильмов. Кинематографисты настаивают на внесении поправок в законопроект о блокировке ""зеркал"" сайтов, который был принят Госдумой в первом чтении 17 марта. В обращении указывается, что необходимо принять меры, позволяющие пресекать пиратство путем ""блокировки пиратского контента без обращения в суд, блокировки пиратских сайтов через суд в упрощенном режиме, блокировки ссылок на пиратский контент через поисковые системы"".
Источник в Минкульте рассказал, что ко второму чтению законопроекта о блокировке ""зеркал"" министерство совместно с депутатами разработает ряд поправок в документ. В ведомстве предложили механизм, в соответствии с которым после обнаружения незаконно размещенного фильма в интернете правообладатель может обратиться в Минкульт, который, в свою очередь, сообщит о нарушении в Роскомнадзор. Последний без судебного разбирательства уже направит операторам связи уведомление об удалении пиратского контента. На это решение сайту будет отведено 10 дней. При этом в случае повторного нарушения в течение последующих 10 дней правообладатель сможет уже подать иск в суд о пожизненной блокировке сайта.
Законопроект о блокировке ""зеркал"" сайтов с пиратским контентом был внесен правительством в Госдуму в феврале этого года (см. ""Правительство внесло в Думу законопроект о блокировке ""зеркал"" пиратских сайтов""). Законопроект вносит поправки в закон ""Об информации, информационных технологиях и о защите информации"" и Гражданский процессуальный кодекс, вводя в российское законодательство термин ""производный сайт в сети Интернет"" (так называемое ""зеркало"" сайта), а также устанавливая порядок ограничения доступа к таким интернет-ресурсам на основании обращений правообладателей в Московский горсуд.
С текстом проекта закона № 107145-7 ""О внесении изменений в некоторые законодательные акты РФ"" можно ознакомиться здесь.";pravo.ru;https://pravo.ru/news/view/139431/;Новости;Русский;Пиратские сайты
30.03.2017 8:41;677540;Минкультуры хочет блокировать пиратские сайты с отечественными фильмами без суда;Эти меры должны защитить правообладателей российских фильмов   МОСКВА, 30 марта, РИА ФедералПресс. Министерство культуры готовит законопроект, который позволит блокировать пиратские сайты с российским кино без суда. Предложение может быть внесено в Госдуму в виде поправок к законопроекту о блокировке «зеркал» пиратских сайтов.  Кинематографисты обратились к главе ведомства Владимиру Мединскому с письмом. Они пожаловались на несовершенство госполитики в отношении пиратства. Письмо подписали продюсеры Сергей Сельянов, Леонид Верещагин, Тимур Бекмамбетов, Федор Бондарчук, Сергей Мелькумов, Игорь Толстунов, Анатолий Максимов и Ренат Давлетьяров.  Еще по теме      Лауреаты «Ники» призвали власть прислушаться к протестующей молодежи    Действующие сроки прекращения доступа к пиратскому контенту «с учетом судебной процедуры сводят на нет эффективность блокировок», считают они. Как сообщает «Коммерсантъ», высокопоставленный источник в Минкульте рассказал, что ко второму чтению законопроекта о блокировке «зеркал» министерство совместно с депутатами рассчитывает разработать поправки. Минкульт предлагает следующий механизм: когда правообладатель обнаружит свой фильм, незаконно размещенный в интернете, он должен обратиться в ведомство. Там подтвердят данные о правообладателе и в течение дня вынесут требование о блокировке страницы с фильмом. Требование направят в Роскомнадзор, и он «незамедлительно» и без суда направит операторам связи уведомление о блокировке страницы сайта с фильмом, а поисковикам запретит давать ссылки на эти страницы. Если сайт не согласен с претензиями, ему предлагается их оспорить в течение десяти дней. Таким образом, минимальный срок удаления пиратского контента сокращается до двух дней. «Русская планета» сообщала, что режиссеры Тимур Бекмамбетов, Никита Михалкова и Александр Роднянский стали лидерами кинопроизводства в России. Ранее Nation News, сообщал, что «Кинопоиск» раскрыл формулу идеального фильма?. Фото: Евгений Поторочин;fedpress.ru;http://fedpress.ru/news/77/society/1764550;Новости;Русский;Пиратские сайты
30.03.2017 8:42;677550;Минкульт предложил блокировать пиратские сайты с российским кино без суда;Министерство культуры РФ выступило с предложением законодательно закрепить возможность блокировки пиратских интернет-сайтов, размещающих российские фильмы без согласия правообладателей, без соответствующего решения суда, пишет «  Коммерсантъ  ».   Как рассказал изданию чиновник Минкульта, основанием для такой блокировки может стать заявление правообладателя в министерство. Проверив данные о правообладателе, Минкульт в течение дня должен будет передать требование о блокировке страницы с фильмом в Роскомнадзор, который «незамедлительно» и без суда направляет операторам связи уведомление о блокировке страницы сайта с фильмом, а поисковикам запрещает давать ссылки на эти страницы.   Инициатива Минкульта отводит администрации заблокированного по такой схеме сайта 10 дней на обжалование действий РСКН. При этом если нарушение повторится в течение 10 дней, правообладатель сможет подать иск в суд на постоянную блокировку сайта, а суд рассмотрит его «в упрощенном порядке».   В Минкульте подчеркивают, что предлагают подобную сокращенную схему блокировки сайтов с именно российским контентом, поскольку ежегодно правообладатели из-за пиратства теряют не менее 4 млрд рублей – половины от 8 млрд рублей сборов российских фильмов.;polit.ru;http://polit.ru/news/2017/03/30/pirate_sites/;Новости;Русский;Пиратские сайты
30.03.2017 8:46;677552;Владимир Мединский: Интернет-пиратство бьет, прежде всего, по авторскому кино;"Такое мнение глава Минкультуры России высказал на заседании коллегии ведомства, один из вопросов которой был посвящен защите авторских прав в сети.
«Существует ошибочное мнение, что распространение пиратского контента касается исключительно крупных кинокомпаний, а авторское кино ничего не теряет», - сказал он, добавив, что исследование, проведенное совместно с киносетями говорит об обратном.
«Большие компании, выпускающие крупные релизы, такие как «Экипаж», «Притяжение» и так далее, несут минимальные потери так как у них достаточно большие сборы», - подчеркнул Министр. По его словам, они могут позволить себе потратить 10 млн. на борьбу с пиратством.



 
«Для выпускающих авторское, дебютное, детское кино, где бюджет, как правило, 30-50 млн. рублей, тратить 10 млн. абсолютно бессмысленно и именно это кино теряет по максимуму, - считает Владимир Мединский. - Мы фактически убираем с рынка такие фильмы, ставя их в полную зависимость от госдотирования, отставляя рынок голливудским картинам». С главой Минкультуры согласился режиссер Карен Шахназаров, подчеркнув, что «реальные потери отрасли никто не знает». «Я думаю, что они исчисляются миллиардами», - добавил он.
Для  защиты правообладателей Минкультуры России разработало ряд поправок, в том числе касающихся национальных фильмов. Для таких картин ведомство предлагает ввести упрощенную процедуру блокировки сайтов, где размещены их нелегальные копии.
«Мы предлагаем блокировать пиратский контент сразу по заявлению правообладателя, то есть он не должен обращаться в суд», - отметила, выступая на коллегии, глава Нормативно-правого департамента Минкультуры России Наталья Ромашова. Она пояснила, что правообладатель обращается в Минкультуры, которое ведет реестр национальных фильмов, далее ведомство направляет письмо в Роскомнадзор, который дает оператором связи требование по блокировке.
Со своей стороны Владимир Мединский предложил дополнить этой поправкой законопроект Минкомсвязи, который находится на рассмотрении в Госдуме и уже прошел первое чтение. Он направлен на борьбу с производными сайтами или так называемыми «зеркалами». Законопроект позволяет быстрее принимать решения по блокировке «зеркал» перманентно заблокированных сайтов. Кроме того, он вменяет обязанность операторами поисковых систем убирать из выдачи сайты, подлежащие вечной блокировке и их производные.
«Норма Минкультуры укладывается в общую концепцию закона о блокировке ""зеркал"" Минсвязи, которое поддерживает нашу идею досудебной ускоренной блокировки в части фильмов, имеющих сертификат национальных. Кроме того, у нас общая позиция в части поисковых систем», - сказал Министр культуры.
Также Владимир Мединский подчеркнул, что пакет поправок, разработанный Минкультуры России, в ближайшее время станет  доступен для широкого общественного обсуждения.";glasnarod.ru;http://glasnarod.ru/vlast/74129-vladimir-medinskij-internet-piratstvo-bet-prezhde-vsego-po-avtorskomu-kino;Новости;Русский;Пиратские сайты
30.03.2017 8:50;677618;Пиратские сайты с российскими фильмами предлагают блокировать без решения суда;Такой законопроект готовят в   министерстве культуры. В  ведомстве полагают, что это позволит значительно быстрее удалять пиратский контент, пишет газета  «Коммерсантъ»  со  ссылкой на  источник. По  его словам, принимать решение о  блокировке будет Роскомнадзор на  основании жалобы правообладателя. Подчеркивается, что это касается только  отечественных кинолент.;samara.bezformata.ru;http://tolyatti.bezformata.ru/listnews/piratskie-sajti-s-rossijskimi-filmami/56121250/;Новости;Русский;Пиратские сайты
